400nm,410nm,420nm,430nm,440nm,450nm,460nm,470nm,480nm,490nm,500nm,510nm,520nm,530nm,540nm,550nm,560nm,570nm,580nm,590nm,600nm,610nm,620nm,630nm,640nm,650nm,660nm,670nm,680nm,690nm,700nm,L,a,b,C,H,染料_1,濃度_1,布號,revised,abort
8.94,7.35,6.56,6.09,5.93,5.97,6.23,6.72,7.48,8.38,9.4,10.81,12.65,15.14,18.28,22.3,26.94,32.34,38.37,44.61,51.27,57.96,63.75,68.84,73.1,76.67,79.72,82,84.12,84.64,85.53,60.05,34.7,50.4,61.19,55.46,228-9,1.5,FVF2184,0,0
5.11,4.18,3.82,3.6,3.48,3.5,3.64,3.87,4.23,4.72,5.32,6.16,7.39,9.16,11.56,14.82,18.81,23.62,29.18,35.11,41.67,48.77,55.43,62,68.09,73.34,77.63,80.72,83.73,84.65,85.67,53.32,39.94,52.16,65.69,52.56,228-9,3,FVF2184,0,0
66.4,67.4,65.99,62.89,59.18,55.54,52.11,49.59,47.02,44.76,43.02,41.89,41.72,41.87,43.22,46.2,50.92,57.97,66.28,73.79,79.33,82.55,84.09,84.95,85.61,86.4,87.12,87.64,88.43,88.42,88.63,79.56,25.71,0.57,25.71,1.26,244-4,0.06,FVF2184,0,0
48.42,45.75,41.49,36.69,32.21,28.35,25.07,22.81,20.72,18.99,17.67,16.82,16.68,16.89,17.86,19.99,23.72,30.07,39.05,49.9,61.89,72.42,78.81,82.26,83.96,85.24,86.3,87.06,88.01,88.14,88.42,63.98,45,5.64,45.36,7.14,244-4,0.5,FVF2184,0,0
31.49,28.26,24.33,20.31,16.81,13.94,11.63,10.14,8.84,7.82,7.07,6.65,6.55,6.69,7.24,8.37,10.65,15.09,22.13,31.55,43.47,56.73,67.59,75.26,79.58,82.33,84.14,85.33,86.58,86.74,87.2,51.99,54.88,11.8,56.13,12.14,244-4,1.5,FVF2184,0,0
24.32,21.15,17.74,14.32,11.48,9.27,7.57,6.53,5.65,5.02,4.59,4.34,4.25,4.35,4.72,5.33,6.82,10.02,15.69,23.81,34.4,46.33,56.53,64.34,69.46,73.05,75.97,78.29,80.88,81.84,83.32,46.08,55.04,14.22,56.85,14.49,244-4,3,FVF2184,0,0
51.85,51.07,49.42,47.58,46,45.26,45.42,46.09,47.6,48.28,48.38,48.33,48.23,47.84,47.13,46.23,45.17,44.15,43.39,42.89,42.73,42.76,43.09,44.23,46.49,49.57,53.36,57.2,63.49,66.84,71.99,73.47,-2.49,-0.83,2.63,198.52,F0G-6,0.06,FVF2184,0,0
24.11,22.31,20.64,18.98,17.78,17.2,17.2,17.57,18.49,18.78,18.71,18.28,17.82,17.32,16.46,15.41,14.45,13.6,13.03,12.7,12.59,12.6,12.82,13.63,15.18,17.43,20.44,23.6,29.16,32.68,38.47,46.42,-4.24,-5.6,7.02,232.84,F0G-6,0.5,FVF2184,0,0
12.04,10.69,9.52,8.43,7.68,7.37,7.34,7.54,7.98,8.19,8.11,7.84,7.55,7.24,6.76,6.17,5.65,5.25,4.97,4.82,4.76,4.78,4.91,5.28,6.08,7.34,9.23,11.36,15.62,18.63,23.59,30.28,-3.66,-6.04,7.07,238.77,F0G-6,1.5,FVF2184,0,0
6.83,5.87,5.18,4.57,4.17,3.98,3.96,4.06,4.22,4.33,4.26,4.12,3.94,3.78,3.54,3.32,3.07,2.89,2.77,2.71,2.71,2.71,2.79,2.95,3.31,3.85,4.84,6.04,8.96,11.26,15.19,21.65,-1.92,-4.98,5.33,248.93,F0G-6,3,FVF2184,0,0
61.42,62.7,63.04,63.01,62.7,62.44,62.11,61.59,60.36,58.71,56.94,54.93,52.91,50.63,48.63,46.75,44.92,43.26,41.83,40.7,39.92,39.61,39.6,39.92,41.23,43.39,46.58,50.38,58.29,63.34,70.94,74.74,-4.05,-14,14.57,253.87,F6S,0.06,FVF2184,0,0
33.65,33.04,32.48,31.98,31.48,31.01,30.24,29.33,27.81,26.05,24.33,22.47,20.68,18.96,17.36,15.85,14.53,13.34,12.38,11.67,11.24,10.94,10.91,11.11,11.85,13.17,15.25,17.79,23.8,28.39,36.18,48.43,-3.89,-23.3,23.62,260.53,F6S,0.5,FVF2184,0,0
19.87,19.03,18.51,18.05,17.68,17.27,16.7,15.95,14.75,13.46,12.16,10.8,9.56,8.48,7.51,6.61,5.89,5.28,4.82,4.52,4.32,4.18,4.18,4.3,4.64,5.15,6.14,7.42,11.29,14.81,20.99,33.31,-1.64,-25.29,25.34,266.28,F6S,1.5,FVF2184,0,0
12.93,12.14,11.67,11.25,10.95,10.59,10.17,9.65,8.79,7.88,7.01,6.13,5.38,4.74,4.23,3.79,3.43,3.16,2.96,2.85,2.78,2.74,2.75,2.79,2.9,3.14,3.49,4.07,6.24,8.67,13.39,25.32,1.03,-22.47,22.5,272.62,F6S,3,FVF2184,0,0
52.94,53.56,53.4,52.5,50.85,48.82,46.45,44.4,41.87,39.51,37.46,35.67,34.36,33.44,33.2,33.43,34.45,36.56,39.93,44.42,50.47,57.97,65.5,72.63,78.19,82.31,84.88,86.37,87.76,87.91,88.27,70.39,23.33,-7.46,24.5,342.28,F4I,0.06,FVF2184,0,0
31.67,30.52,29.09,27.18,24.95,22.57,20.1,18.13,16,14.13,12.64,11.36,10.48,10.01,9.85,9.97,10.56,11.93,14.24,17.58,22.33,28.72,36.07,44.86,54.47,63.76,71.87,77.83,82.82,84.24,85.74,47.47,36.69,-11.46,38.44,342.65,F4I,0.5,FVF2184,0,0
19.85,18.6,17.3,15.67,13.88,12,10.15,8.72,7.29,6.15,5.27,4.6,4.17,3.95,3.87,3.96,4.3,4.85,6.12,8.19,11.55,16.6,22.79,30.48,39.23,48.43,57.51,65.41,73.54,76.21,79.47,34.67,40.81,-10.74,42.2,345.25,F4I,1.5,FVF2184,0,0
13.33,12.13,11.06,9.77,8.4,7.04,5.76,4.83,3.96,3.34,2.89,2.6,2.4,2.31,2.3,2.35,2.49,2.76,3.33,4.49,6.64,10.36,15.41,22.14,30.08,38.68,47.6,56.05,65.95,69.85,74.58,27.52,39.29,-7.52,40.01,349.16,F4I,3,FVF2184,0,0
47.85,46.35,44.96,43.92,43.2,43.09,43.39,43.94,44.88,46.09,47.77,49.96,52.57,55.43,58.88,63,67.09,71.2,75.14,78.47,81.23,83.3,84.58,85.44,86,86.65,87.18,87.53,88.25,88.26,88.49,84.1,12.41,20.37,23.86,58.65,F2I,0.06,FVF2184,0,0
20.71,18.61,17.2,16.31,15.85,15.75,15.94,16.32,17.03,17.93,19.26,20.96,23.07,25.59,28.67,32.57,36.94,42.09,47.99,54.16,60.77,67.43,73,77.67,81.11,83.77,85.58,86.66,87.94,88.03,88.29,68.03,28.25,35.21,45.14,51.25,F2I,0.5,FVF2184,0,0
10.78,9.16,8.26,7.69,7.43,7.36,7.48,7.72,8.11,8.74,9.6,10.8,12.34,14.33,16.81,20.01,23.77,28.29,33.64,39.46,46.11,53.42,60.37,67.11,73.09,77.96,81.73,84.34,86.75,87.38,88.11,58.1,35.24,42.19,54.98,50.13,F2I,1.5,FVF2184,0,0
5.51,4.58,4.12,3.89,3.73,3.69,3.75,3.86,4.03,4.35,4.81,5.44,6.34,7.61,9.34,11.66,14.6,18.38,22.99,28.21,34.32,41.32,48.41,55.87,63.22,69.89,75.51,79.8,83.97,85.37,86.85,49.32,40.24,44.64,60.1,47.97,F2I,3,FVF2184,0,0
64.21,67.22,69.11,70.37,70.82,70.88,70.42,69.62,68.2,65.94,63.11,59.69,56.09,51.86,48.2,45.15,42.49,39.8,37.52,36.09,35.67,35.45,35.14,35.03,35.66,38.15,42.91,48.81,58.67,63.82,71.25,74.54,-7.12,-21.11,22.27,251.37,264-1,0.06,FVF2184,0,0
39.52,40.68,41.64,42.44,42.63,42.38,41.19,39.84,37.88,35.25,32.26,28.98,25.75,22.37,19.5,17.14,15.23,13.4,11.91,11.08,10.88,10.67,10.5,10.45,10.81,12.34,15.53,19.71,27.67,32.69,40.56,51.6,-6.22,-31.74,32.35,258.91,264-1,0.5,FVF2184,0,0
25.69,26.17,26.78,27.33,27.51,27.24,26.12,24.9,23.19,20.97,18.51,15.8,13.29,10.86,8.9,7.4,6.29,5.32,4.63,4.33,4.18,4.1,4.05,4.05,4.22,4.86,6.45,8.74,14.48,18.61,25.18,37.48,-2.93,-35.19,35.32,265.23,264-1,1.5,FVF2184,0,0
17.47,17.85,18.31,18.75,18.92,18.69,17.71,16.63,15.16,13.33,11.34,9.3,7.49,5.92,4.79,3.98,3.44,3.04,2.78,2.67,2.63,2.61,2.61,2.62,2.71,3.02,3.55,4.58,8.12,11.24,16.44,29.03,1.89,-34.23,34.28,273.16,264-1,3,FVF2184,0,0
44.75,43.65,42.64,42.01,41.67,41.75,42.4,43.64,45.26,47.05,49.44,52.36,55.82,59.56,64,68.99,73.49,77.36,80.81,83.35,85.24,86.54,87.32,87.79,88.07,88.42,88.65,88.81,89.28,89.1,89.17,86.13,10.48,25.07,27.17,67.32,228-1,0.06,FVF2184,0,0
17.92,16.38,15.41,14.84,14.65,14.69,15.08,15.85,16.96,18.27,20.02,22.26,25.05,28.46,32.6,37.78,43.45,49.73,56.42,62.84,69.04,74.5,78.57,81.7,83.78,85.51,86.66,87.45,88.31,88.32,88.53,71.26,27.31,42.82,50.79,57.47,228-1,0.5,FVF2184,0,0
7.74,6.65,6.16,5.87,5.73,5.76,5.97,6.37,6.95,7.71,8.78,10.22,12.14,14.71,17.97,22.12,26.93,32.53,38.85,45.44,52.54,59.89,66.44,72.23,76.79,80.48,83.1,84.93,86.55,86.97,87.41,60.29,36.58,52.12,63.68,54.94,228-1,1.5,FVF2184,0,0
4.43,3.86,3.65,3.52,3.43,3.44,3.54,3.72,3.97,4.35,4.92,5.75,6.96,8.74,11.17,14.49,18.55,23.49,29.2,35.31,42.08,49.46,56.48,63.32,69.5,74.62,78.76,81.78,84.62,85.48,86.4,53.25,41.16,52.82,66.96,52.07,228-1,3,FVF2184,0,0
39.11,36.87,34.61,33.3,32.86,33.04,37.66,45.34,56.93,69.47,78.48,83.28,85.5,86.68,87.34,87.86,88.2,88.3,88.48,88.49,88.61,88.58,88.56,88.57,88.61,88.8,88.97,89.03,89.49,89.33,89.39,93.15,-9.17,40.49,41.52,102.76,227-1,0.06,FVF2184,0,0
12.84,10.99,9.7,9.08,8.86,9.1,11.61,16.5,25.65,38.35,51.95,63.01,70.24,74.89,77.95,80.07,81.46,82.17,82.79,83.09,83.48,83.72,83.96,84.35,84.9,85.77,86.61,87.3,88.25,88.32,88.61,87.89,-6.02,73.97,74.22,94.65,227-1,0.5,FVF2184,0,0
5.77,4.76,4.21,3.96,3.87,3.99,5.1,7.72,13.96,24.14,36.48,47.92,56.75,63.72,69.2,73.57,76.71,78.92,80.7,81.92,82.86,83.63,84.09,84.57,85.1,85.77,86.36,86.77,87.48,87.52,87.82,84.55,1.53,88.77,88.79,89.01,227-1,1.5,FVF2184,0,0
3.49,2.98,2.82,2.71,2.66,2.74,3.11,4.34,8.14,15.82,26.41,36.92,45.54,52.81,59.01,64.49,68.68,71.85,74.33,76.13,77.54,78.74,79.56,80.48,81.38,82.58,83.73,84.47,85.85,86.14,86.64,80.39,7.31,92.48,92.77,85.48,227-1,3,FVF2184,0,0
53.53,50.72,45.66,42.63,41.56,39.08,44.96,57.58,69.87,76.51,80.36,82.85,84.5,85.69,86.38,86.94,87.35,87.52,87.73,87.78,87.94,87.95,87.93,87.95,87.96,88.12,88.31,88.41,88.85,88.68,88.75,93.34,-7.83,30.82,31.8,104.25,122,0.06,FVF2184,0,0
25.3,21.4,17.16,14.96,14.29,12.74,17.03,27.46,41.03,51.18,59.02,65.46,70.66,74.62,77.55,79.66,81.09,81.88,82.43,82.58,82.8,82.88,82.97,83.16,83.58,84.33,85.24,85.98,87.32,87.64,88.05,88.5,-7.09,60.24,60.65,96.71,122,0.5,FVF2184,0,0
13.48,10.59,7.84,6.55,6.17,5.42,8.01,15.26,26.61,36.07,44.13,51.6,58.63,65.09,70.77,75.42,78.89,81.51,83.48,84.6,85.3,85.79,86.08,86.29,86.48,86.87,87.22,87.55,88.16,88.11,88.29,86.12,0.09,77.81,77.81,89.94,122,1.5,FVF2184,0,0
8.05,6.03,4.49,3.85,3.56,3.32,4.7,9.41,18.5,26.83,34.22,41.37,48.39,55.44,62.28,68.49,73.28,77.01,79.97,81.79,83,83.79,84.28,84.64,84.96,85.56,86.19,86.62,87.36,87.4,87.67,82.96,5.77,85.11,85.31,86.12,122,3,FVF2184,0,0
70.01,73.44,74.09,72.94,70.78,67.49,64.77,62.5,58.66,55.66,54.27,51.78,49.59,49.98,52.17,52.61,52.32,57.81,68.99,80.27,87.58,90.43,90.95,91.03,90.73,90.5,90.42,90.08,90.12,89.84,89.83,83.24,23.48,-3.59,23.75,351.3,142,0.06,FVF2184,0,0
54.03,55.84,53.8,49.44,44.33,38.93,34.56,31.34,27.35,24.64,23.39,21.36,19.64,20.1,21.76,21.97,21.73,26.43,37.46,53.01,69.87,81.29,85.89,88.15,88.69,88.91,89.03,89.14,88.99,88.83,89.29,66.46,46.65,-3.94,46.82,355.17,142,0.5,FVF2184,0,0
43.78,44.81,41.86,36.8,31.51,26.32,22.36,19.52,16.18,14.05,13.03,11.51,10.26,10.63,11.82,11.93,11.76,15.4,24.59,38.88,57.21,73.64,82.83,87.74,89.31,89.33,89.35,89.32,89,88.56,88.99,58.01,57.06,-1.47,57.08,358.52,142,1.5,FVF2184,0,0
33.31,34.03,31.04,26.33,21.61,17.14,13.82,11.58,9.1,7.61,6.96,6,5.36,5.56,6.16,6.23,6.3,8.56,15.5,27.64,44.5,62.01,74.21,81.98,85.2,85.72,86.44,86.3,86.01,85.68,86.38,50.55,62.46,2.04,62.49,1.87,142,3,FVF2184,0,0
68.68,72.34,73.8,74.27,74.12,73.84,73.68,73.43,72.64,70.93,68.51,65.47,62.39,58.48,55.08,52.32,49.98,47.3,44.71,43.01,42.75,42.75,42.35,41.45,41.86,44.69,51.22,60.21,73.37,78.12,83.99,78.55,-6.81,-17.32,18.61,248.53,162,0.06,FVF2184,0,0
53.93,56.91,57.57,56.75,55.16,53.31,51.08,49.15,46.92,43.79,40.03,36.24,32.77,28.9,25.57,23.11,21.23,18.94,16.78,15.59,15.53,15.39,14.93,14.1,14.3,16.38,21.44,28.54,42.37,50.54,62.66,58.05,-4.5,-33.3,33.6,262.3,162,0.5,FVF2184,0,0
39.78,41.97,42.15,40.93,39.09,37.13,34.83,32.94,30.83,28.02,24.77,21.53,18.65,15.62,13.08,11.27,9.94,8.46,7.14,6.55,6.46,6.39,6.13,5.76,5.9,7.01,10.12,14.94,26.11,33.41,44.66,44.28,-1.43,-38.57,38.6,267.88,162,1.5,FVF2184,0,0
30.62,32.42,32.35,31.04,29.27,27.39,25.22,23.44,21.54,19.08,16.26,13.59,11.3,9.06,7.27,6.09,5.29,4.43,3.77,3.52,3.45,3.41,3.31,3.21,3.24,3.77,5.43,8.22,16.88,23.2,33.11,35.09,3.22,-40.51,40.64,274.55,162,3,FVF2184,0,0
68.11,72.12,74.94,76.56,77.52,78.23,78.79,79.08,79.13,78.53,77.45,75.81,73.71,71.06,68.2,65.15,61.8,58.27,55.13,52.58,50.26,47.79,45.99,45.59,46.76,48.8,51.01,52.57,53.54,54.01,56.67,83.9,-11.7,-11.61,16.48,224.76,F6C-6,0.06,FVF2184,0,0
54.43,60.31,66.5,71.5,74.99,77.79,79.28,79.33,78.18,75.71,72.04,67.01,61.17,54.78,48.98,43.48,38.19,33.5,29.79,27.05,24.61,22.06,20.19,19.67,20.46,22.06,23.85,25.08,25.89,26.42,28.72,73.19,-20.67,-28.14,34.92,233.7,F6C-6,0.5,FVF2184,0,0
39.96,45.74,52.65,59.25,64.61,69.5,71.99,71.63,68.57,63.75,57.93,51.4,44.81,38.4,32.99,28.02,23.45,19.5,16.47,14.32,12.49,10.64,9.34,8.94,9.32,10.18,11.26,11.98,12.58,13.06,14.74,63.04,-21.07,-37.29,42.83,240.53,F6C-6,1.5,FVF2184,0,0
31.99,36.54,42.05,47.11,51.41,56.11,57.89,56.49,51.93,46.6,41.53,36.52,31.93,27.44,23.39,19.58,16.24,13.45,11.17,9.4,7.93,6.7,5.87,5.45,5.32,5.33,5.38,5.37,5.4,5.56,6.28,54.63,-16.78,-38.77,42.25,246.59,F6C-6,3,FVF2184,0,0
56.01,55.94,55.03,52.88,50.02,46.85,43.72,41.19,38.62,36.44,34.71,33.44,32.83,32.81,33.4,35.4,38.65,43.66,50.14,57.53,65.76,73.41,78.69,82.27,84.39,85.72,86.71,87.19,87.94,87.92,88.15,73.13,29.65,-1.05,29.66,357.98,F4U-7,0.06,FVF2184,0,0
27.9,26.46,24.77,22.41,19.83,17.22,14.82,13.03,11.34,9.99,9,8.28,7.98,7.97,8.26,9.28,11.15,14.36,19.07,25.15,33.01,42.61,52.32,62.17,70.52,76.64,80.9,83.38,85.55,85.86,86.57,49.91,47.39,2.47,47.46,2.99,F4U-7,0.5,FVF2184,0,0
15.8,14.45,13.1,11.33,9.51,7.81,6.39,5.41,4.58,4.01,3.6,3.36,3.22,3.24,3.42,3.73,4.51,6.1,8.95,13.29,19.6,27.8,36.64,46.43,56.27,64.92,71.92,76.79,80.85,81.93,83.43,38.44,50.12,7.6,50.7,8.62,F4U-7,1.5,FVF2184,0,0
9.44,8.42,7.44,6.22,5.12,4.19,3.47,3.03,2.76,2.53,2.38,2.3,2.28,2.29,2.37,2.5,2.83,3.35,4.78,7.48,12.16,19,26.92,36.05,45.71,55.04,63.48,70.34,76.15,78.01,80.31,32.07,46.76,12,48.27,14.4,F4U-7,3,FVF2184,0,0
66.88,70.51,73.11,74.3,74.59,74.52,73.78,72.49,70.46,68.07,65.12,61.9,58.67,55.45,52.45,49.6,46.83,44.32,42.17,40.46,39.11,37.92,37.37,37.82,40.08,43.6,48.13,52.33,56.49,57.8,61.18,76.76,-6.43,-20.1,21.1,252.27,F6B-7,0.06,FVF2184,0,0
44.5,47.13,49.43,50.35,50.1,48.95,46.7,44.09,40.59,37.08,33.61,30.19,27.01,24.16,21.61,19.23,17.1,15.24,13.78,12.7,11.85,11.11,10.8,11.04,12.35,14.63,17.82,21.07,24.5,25.92,28.94,53.6,-3.52,-35.08,35.26,264.28,F6B-7,0.5,FVF2184,0,0
29.13,31.24,33.08,33.79,33.56,32.47,30.43,28.17,25.18,22.21,19.37,16.57,14.11,12.01,10.23,8.63,7.33,6.25,5.47,4.95,4.6,4.27,4.17,4.23,4.83,5.91,7.67,9.7,12.17,13.36,15.65,39.38,0.27,-39.14,39.14,270.39,F6B-7,1.5,FVF2184,0,0
21.68,23.3,24.97,25.57,25.38,24.42,22.57,20.52,17.85,15.27,12.87,10.61,8.7,7.2,5.99,4.99,4.23,3.64,3.26,3.03,2.87,2.74,2.71,2.77,2.98,3.47,4.42,5.57,7.32,8.22,9.99,31.71,-4.83,-39.65,39.94,276.94,F6B-7,3,FVF2184,0,0
67.91,69.6,70.12,68.73,66.36,63.52,60.36,57.49,54.29,51.55,49.2,47.3,46.09,45.56,45.9,47.11,49.6,54.82,63.3,74.24,86.16,92.62,93.44,93.9,93.52,92.47,92.03,90.22,89.18,88.31,88.73,81.3,26.86,-3.09,27.04,353.45,F4A-3,0.06,FVF2184,0,0
49.56,47.78,45.06,41.19,37.02,32.97,29.2,26.3,23.44,21.21,19.51,18.27,17.56,17.49,17.71,18.8,21.05,25.82,34.15,46.9,65.81,84.76,95.64,102.06,104.21,102.41,102.14,98.88,96.05,94.24,94.33,65.17,51.38,1.96,51.42,2.19,F4A-3,0.5,FVF2184,0,0
33.57,31.2,28.31,24.85,21.42,18.24,15.44,13.4,11.54,10.15,9.16,8.5,8.24,8.24,8.59,9.27,10.9,14.41,20.84,31.34,48.32,68.4,83.95,96.28,102.13,102.23,102.98,99.77,96.8,94.79,95.12,55.24,59.71,8.91,60.38,8.49,F4A-3,1.5,FVF2184,0,0
26.1,23.64,20.95,17.89,14.97,12.36,10.16,8.66,7.36,6.45,5.84,5.46,5.31,5.36,5.59,6.15,7.38,10.1,15.32,24.34,39.83,59.64,77.1,93.07,102.1,103.63,105.01,101.85,98.5,96.39,97,50.55,62.83,14.04,64.37,12.6,F4A-3,3,FVF2184,0,0
48.13,43.87,39.94,36.6,34.44,34.33,37.16,44.38,61.06,74.41,75.07,68.85,65.53,63.79,60.35,60.94,72.43,95.1,114.92,119.72,121.11,119.98,114.54,110.57,105.95,100.68,99.16,96.79,95.2,93.66,93.71,92.63,14.42,37.96,40.61,69.19,224-3,0.06,FVF2184,0,0
20.27,16.31,13.47,11.37,10.13,10.09,11.03,14.54,24.57,34.85,35.7,31.04,29.27,28.64,26.92,28.79,40.92,68.01,103.95,134.86,155.17,158.72,150.43,144.21,134.07,120.65,115.83,109.05,104.3,100.93,101.3,84.25,49.26,68.74,84.57,54.37,224-3,0.5,FVF2184,0,0
9.95,7.36,5.82,4.8,4.19,4.13,4.37,5.54,9.81,15.66,16.65,14.1,13.41,13.54,12.92,14.59,24.29,48.66,83.58,120.63,155.49,169.62,165.65,162.14,150.97,133.28,125.79,115.61,108.65,102.97,104.48,77.87,67.64,84.12,107.94,51.2,224-3,1.5,FVF2184,0,0
5.85,4.24,3.51,3.06,2.83,2.77,2.88,3.25,5.06,8.28,9.12,7.63,7.3,7.53,7.59,8.48,15.34,35.1,66.65,102.06,140.69,162.64,164.66,165.14,156.15,138.26,130.37,118.94,111.29,105.23,107.24,72.82,75.12,87.41,115.25,49.32,224-3,3,FVF2184,0,0
69.55,73.61,76.06,76.53,76.14,74.76,72.56,69.66,65.5,61.73,57.16,51.94,48.68,47.97,46.72,46.33,52.62,71.79,99.03,118.37,124.53,121.29,116.05,113.88,109.78,103.36,100.45,96.56,94.63,93.24,93.45,88.21,35.54,0.12,35.54,0.19,243-7,0.06,FVF2184,0,0
55.88,62.33,65.91,64.55,60.2,54.33,48,42,35.72,31.21,26.83,22.29,19.69,19.16,18.31,17.93,22.93,40.76,72.62,112.33,149.04,156.65,151.99,150.26,142.58,127.43,119.89,109.7,103.76,99.63,100.85,79.19,69.11,3.6,69.2,2.98,243-7,0.5,FVF2184,0,0
44.39,51.81,55.7,53.12,47.31,40.56,34.09,28.47,22.9,19.05,15.53,12,10.1,9.71,9.15,8.83,12.17,26.11,54.29,92.67,137.69,161.04,161.85,164.6,157.93,139.89,130.37,117.23,108.99,103.83,105.58,73.38,80.81,8.05,81.21,5.69,243-7,1.5,FVF2184,0,0
37.41,43.57,46.74,44.58,39.74,34,28.39,23.41,18.45,15.07,11.98,9.01,7.47,7.17,6.78,6.54,9.23,21.01,45.96,79.3,114.85,129.82,128.34,130.03,125.43,112.76,108.01,100.68,98.97,96.91,101.68,67.37,76.33,6.3,76.59,4.72,243-7,3,FVF2184,0,0
72.68,76.32,78.7,79.74,80,79.73,78.84,77.2,74.79,72.42,68.9,64.61,61.8,61.1,59.82,59.29,64.62,79.58,96.77,104.05,105.57,104.68,102.35,101.4,99.37,96.15,94.92,92.97,92.38,91.48,91.61,90.31,21.37,-0.82,21.38,357.79,247-1,0.06,FVF2184,0,0
57.35,60.32,62.04,62.75,61.74,59.08,55.42,51.2,46.04,41.74,37.1,32.25,29.36,28.75,27.56,27.04,32.14,48.87,74.55,97.56,113.45,120.35,120.84,121.64,117.47,108.89,105.07,99.64,96.87,95.08,95.4,79.37,50.54,-0.58,50.55,359.35,247-1,0.5,FVF2184,0,0
46.04,49.42,51.21,51.76,49.98,45.99,41.15,36.29,30.99,26.8,22.72,18.55,16.17,15.67,14.7,14.05,17.55,31.05,53.98,77.11,97.7,113.13,121.89,128.56,125.95,115.68,110.58,103.01,98.25,95.79,96.37,71.06,63.38,-0.96,63.39,359.13,247-1,1.5,FVF2184,0,0
39.38,42.6,44.19,44.44,42.38,38.24,33.46,28.83,23.86,20.08,16.47,12.82,10.81,10.34,9.61,9.15,11.06,21.04,39.97,60.48,79.71,96.88,110.2,121.75,122.55,114.37,110.29,103.02,98.44,95.95,96.67,64.77,66.98,-2.6,67.03,357.77,247-1,3,FVF2184,0,0
62.77,65.12,66.67,68.78,68.68,66.33,62.46,57.99,53.91,50.97,46.53,42.42,41.8,42.48,42.17,44.44,55.28,77.16,101.33,114.17,122.35,124.98,121.77,117.98,112.58,105.92,103.68,100.08,97.52,94.9,95.33,86.91,39.56,5.9,40,8.48,241-1,0.06,FVF2184,0,0
38.12,39.06,39.7,41.73,41.05,37.46,32.63,27.91,24.03,21.51,18,14.9,14.42,15.05,14.68,16.11,24.72,47.07,80.19,114.72,144.23,155.58,151.59,147.74,138.56,124.8,119.71,112.28,106.74,101.94,103.35,77.74,69.42,21.36,72.64,17.1,241-1,0.5,FVF2184,0,0
25.38,26.57,27.18,27.6,26.32,23.02,18.96,15.18,12.21,10.41,8.17,6.33,6.19,6.27,6.36,6.88,11.8,27.97,56.99,91.7,128.85,149.29,151.27,151.65,143.87,128.85,123.03,113.96,107.88,103.9,105.05,70.31,78.83,29.8,84.27,20.71,241-1,1.5,FVF2184,0,0
16.35,17.85,18.81,19.84,19.07,16.39,13.02,9.97,7.69,6.39,4.95,3.87,3.76,3.8,3.9,4.26,7.17,17.95,40.39,70.02,103.79,127.22,135.24,140.32,137.27,125.06,120.74,112.35,106.65,101.74,104.72,64.05,79.17,32.48,85.57,22.31,241-1,3,FVF2184,0,0
50.26,49.41,48.01,46.01,44.14,42.96,42.48,42.86,43.48,43.98,44.26,44.51,44.88,44.84,44.45,43.33,41.98,40.74,39.78,39.13,38.94,38.94,39.23,40.35,42.59,45.61,49.39,53.32,59.75,63.18,68.7,71.19,-2.39,-1.9,3.05,218.46,C0B,0.06,FVF2184,0,0
22.5,20.87,19.38,17.63,16.25,15.38,15.03,15.16,15.49,15.81,15.93,15.98,16.05,16.04,15.5,14.52,13.5,12.63,12,11.67,11.5,11.47,11.65,12.42,13.88,16.01,18.85,21.91,27.28,30.7,36.43,44.48,-3.47,-4.75,5.88,233.84,C0B,0.5,FVF2184,0,0
11.18,10,9,7.88,7.05,6.58,6.37,6.37,6.52,6.67,6.71,6.73,6.75,6.69,6.36,5.88,5.34,4.93,4.63,4.48,4.42,4.42,4.57,4.91,5.57,6.69,8.42,10.39,14.43,17.29,22.1,28.82,-2.56,-5.26,5.85,244.06,C0B,1.5,FVF2184,0,0
5.75,5.03,4.48,3.92,3.55,3.32,3.22,3.21,3.25,3.29,3.28,3.25,3.23,3.19,3.07,2.91,2.72,2.57,2.48,2.43,2.42,2.42,2.48,2.59,2.82,3.23,3.92,4.84,7.28,9.27,12.81,19.64,-0.73,-4.13,4.2,259.99,C0B,3,FVF2184,0,0
47.23,47.44,46.03,42.41,38.53,35.44,33.26,32.12,32.11,32.73,34.57,37.94,44.39,55.09,68.19,78.49,83.12,84.39,84.83,84.95,85.28,85.7,85.97,86.22,86.51,86.92,87.38,87.72,88.33,88.26,88.4,85.65,14.04,31.8,34.76,66.18,F24-3,0.06,FVF2184,0,0
19.1,18.57,17.15,14.39,11.8,9.92,8.67,8.06,8.05,8.38,9.36,11.36,15.68,24.22,37.69,54.96,69.57,76.84,80,81.17,82.01,82.59,82.86,83.17,83.56,84.12,84.75,85.18,86.14,86.2,86.56,76.04,30.3,62.84,69.77,64.16,F24-3,0.5,FVF2184,0,0
8.68,8.23,7.34,5.78,4.53,3.75,3.36,3.16,3.13,3.25,3.64,4.3,6.45,11.98,22.78,38.63,55.49,67.85,74.44,77.42,79.34,80.74,81.54,82.27,82.92,83.63,84.3,84.82,85.77,85.82,86.22,70.53,39.74,78.73,88.19,63.22,F24-3,1.5,FVF2184,0,0
